2000,100
0,29
1,26
2,1
3,48
4,31
5,45
6,16
7,15
8,41
9,21
10,1
11,41
12,44
13,40
14,38
15,14
16,14
17,40
18,27
19,40
20,32
21,34
22,42
23,39
24,14
25,49
26,15
27,36
28,1
29,4
30,11
31,29
32,31
33,11
34,26
35,13
36,7
37,44
38,28
39,47
40,16
41,28
42,39
43,10
44,19
45,29
46,25
47,32
48,18
49,1
50,24
51,1
52,36
53,17
54,42
55,1
56,15
57,6
58,36
59,15
60,12
61,48
62,45
63,42
64,8
65,23
66,5
67,15
68,18
69,34
70,13
71,35
72,11
73,4
74,44
75,31
76,34
77,20
78,14
79,1
80,22
81,39
82,4
83,7
84,6
85,45
86,9
87,20
88,50
89,47
90,37
91,13
92,44
93,33
94,5
95,2
96,5
97,11
98,18
99,24
100,44
101,32
102,9
103,6
104,37
105,4
106,36
107,20
108,24
109,49
110,23
111,47
112,38
113,26
114,4
115,43
116,22
117,14
118,14
119,21
120,10
121,2
122,34
123,4
124,35
125,40
126,7
127,41
128,2
129,26
130,15
131,45
132,9
133,25
134,2
135,46
136,28
137,39
138,17
139,3
140,39
141,39
142,50
143,28
144,16
145,5
146,22
147,37
148,18
149,36
150,10
151,30
152,39
153,45
154,33
155,23
156,34
157,39
158,16
159,37
160,16
161,30
162,31
163,24
164,6
165,34
166,19
167,33
168,24
169,36
170,38
171,12
172,26
173,39
174,40
175,42
176,45
177,11
178,30
179,12
180,48
181,39
182,41
183,37
184,35
185,25
186,11
187,20
188,15
189,26
190,6
191,30
192,7
193,38
194,4
195,12
196,21
197,22
198,47
199,44
200,9
201,34
202,8
203,35
204,24
205,47
206,28
207,18
208,9
209,9
210,31
211,9
212,48
213,24
214,45
215,32
216,48
217,7
218,4
219,13
220,33
221,9
222,44
223,39
224,47
225,47
226,1
227,19
228,21
229,47
230,13
231,31
232,32
233,22
234,15
235,5
236,20
237,44
238,24
239,28
240,3
241,4
242,36
243,2
244,27
245,32
246,35
247,25
248,39
249,38
250,39
251,23
252,47
253,32
254,13
255,45
256,31
257,13
258,13
259,1
260,11
261,27
262,31
263,44
264,48
265,48
266,50
267,17
268,43
269,23
270,47
271,47
272,27
273,34
274,50
275,3
276,16
277,35
278,29
279,6
280,24
281,19
282,30
283,22
284,3
285,42
286,16
287,33
288,7
289,31
290,35
291,19
292,7
293,15
294,13
295,7
296,14
297,14
298,23
299,7
300,37
301,21
302,5
303,15
304,5
305,5
306,19
307,22
308,41
309,50
310,29
311,14
312,18
313,8
314,38
315,20
316,1
317,5
318,4
319,7
320,35
321,38
322,28
323,44
324,3
325,40
326,50
327,18
328,5
329,24
330,26
331,43
332,45
333,31
334,7
335,1
336,35
337,26
338,24
339,25
340,27
341,2
342,40
343,44
344,11
345,29
346,16
347,11
348,34
349,19
350,20
351,20
352,7
353,47
354,13
355,11
356,38
357,14
358,28
359,42
360,38
361,4
362,35
363,34
364,34
365,43
366,34
367,20
368,20
369,7
370,46
371,46
372,10
373,37
374,42
375,20
376,16
377,7
378,32
379,1
380,25
381,3
382,20
383,33
384,49
385,35
386,43
387,38
388,48
389,23
390,32
391,35
392,26
393,18
394,18
395,11
396,10
397,3
398,30
399,30
400,9
401,27
402,27
403,18
404,13
405,18
406,39
407,28
408,24
409,21
410,28
411,1
412,23
413,50
414,33
415,24
416,34
417,28
418,13
419,31
420,50
421,44
422,18
423,27
424,11
425,37
426,37
427,23
428,40
429,18
430,2
431,48
432,46
433,28
434,18
435,8
436,48
437,6
438,36
439,21
440,28
441,15
442,21
443,3
444,14
445,6
446,26
447,49
448,33
449,40
450,32
451,34
452,34
453,49
454,10
455,46
456,35
457,48
458,18
459,26
460,17
461,21
462,24
463,12
464,49
465,43
466,19
467,48
468,50
469,6
470,18
471,28
472,21
473,41
474,30
475,36
476,46
477,7
478,37
479,30
480,46
481,18
482,13
483,31
484,18
485,24
486,27
487,4
488,21
489,44
490,30
491,37
492,15
493,5
494,48
495,15
496,49
497,18
498,12
499,48
500,24
501,29
502,25
503,46
504,21
505,6
506,31
507,18
508,14
509,19
510,47
511,10
512,36
513,11
514,40
515,5
516,34
517,16
518,11
519,4
520,12
521,40
522,40
523,26
524,46
525,39
526,40
527,44
528,7
529,3
530,43
531,32
532,31
533,20
534,27
535,4
536,25
537,9
538,21
539,39
540,28
541,18
542,50
543,15
544,28
545,41
546,22
547,12
548,9
549,32
550,17
551,20
552,23
553,9
554,47
555,18
556,47
557,36
558,13
559,5
560,38
561,5
562,38
563,20
564,24
565,14
566,25
567,1
568,25
569,46
570,41
571,4
572,15
573,40
574,20
575,44
576,32
577,41
578,5
579,40
580,24
581,22
582,9
583,46
584,30
585,5
586,15
587,28
588,42
589,29
590,35
591,31
592,36
593,22
594,3
595,11
596,38
597,27
598,11
599,14
600,24
601,3
602,19
603,38
604,42
605,38
606,32
607,24
608,31
609,38
610,15
611,4
612,11
613,26
614,2
615,42
616,30
617,16
618,20
619,24
620,47
621,6
622,6
623,32
624,29
625,8
626,42
627,18
628,37
629,5
630,31
631,10
632,7
633,49
634,48
635,1
636,39
637,29
638,26
639,19
640,18
641,40
642,24
643,29
644,15
645,27
646,20
647,47
648,43
649,39
650,22
651,41
652,46
653,27
654,22
655,25
656,35
657,15
658,42
659,21
660,21
661,25
662,32
663,28
664,25
665,29
666,28
667,13
668,9
669,5
670,33
671,27
672,44
673,7
674,5
675,11
676,33
677,24
678,9
679,27
680,15
681,30
682,19
683,12
684,6
685,40
686,36
687,42
688,7
689,30
690,14
691,27
692,6
693,46
694,6
695,30
696,26
697,35
698,43
699,35
700,39
701,27
702,13
703,35
704,33
705,19
706,45
707,18
708,44
709,3
710,46
711,10
712,34
713,15
714,22
715,39
716,6
717,9
718,33
719,14
720,40
721,46
722,41
723,45
724,43
725,46
726,25
727,19
728,31
729,19
730,5
731,21
732,45
733,19
734,5
735,30
736,37
737,1
738,47
739,30
740,5
741,44
742,42
743,38
744,10
745,13
746,29
747,18
748,21
749,13
750,31
751,11
752,8
753,23
754,5
755,3
756,21
757,31
758,23
759,3
760,49
761,27
762,23
763,44
764,47
765,30
766,23
767,35
768,30
769,21
770,16
771,37
772,16
773,7
774,24
775,28
776,19
777,4
778,45
779,42
780,16
781,27
782,4
783,26
784,2
785,10
786,28
787,24
788,41
789,2
790,26
791,41
792,30
793,50
794,34
795,26
796,31
797,8
798,10
799,13
800,30
801,25
802,49
803,46
804,34
805,24
806,23
807,2
808,30
809,19
810,45
811,45
812,45
813,48
814,22
815,48
816,8
817,1
818,21
819,50
820,2
821,46
822,40
823,31
824,48
825,26
826,8
827,28
828,35
829,19
830,42
831,15
832,44
833,40
834,10
835,29
836,16
837,32
838,30
839,45
840,50
841,27
842,41
843,46
844,24
845,13
846,44
847,33
848,15
849,14
850,34
851,17
852,12
853,26
854,49
855,11
856,1
857,7
858,40
859,35
860,25
861,32
862,1
863,20
864,23
865,10
866,48
867,38
868,43
869,30
870,34
871,44
872,6
873,25
874,40
875,31
876,37
877,35
878,14
879,3
880,50
881,49
882,19
883,13
884,24
885,20
886,23
887,26
888,28
889,13
890,11
891,4
892,46
893,11
894,26
895,18
896,23
897,25
898,8
899,15
900,4
901,41
902,11
903,11
904,15
905,50
906,42
907,3
908,36
909,7
910,6
911,37
912,5
913,26
914,50
915,31
916,45
917,22
918,6
919,22
920,36
921,16
922,28
923,33
924,29
925,3
926,1
927,3
928,27
929,8
930,17
931,33
932,48
933,29
934,43
935,15
936,28
937,36
938,17
939,15
940,44
941,24
942,2
943,49
944,50
945,1
